transcript_id,cultivating_change_talk,partnership,softening_sustain_talk,empathy
55,0.1123076923076923,0.6030769230769231,0.9569230769230769,0.4951138473703311
56,0.10514285714285715,0.476,0.9365714285714286,0.4959208924456366
58,0.25742574257425743,0.26732673267326734,0.9801980198019802,0.4662792693190399
60,0.07368421052631578,0.5157894736842106,0.9263157894736842,0.46133247030931607
61,0.1746031746031746,0.3253968253968254,0.9126984126984127,0.45838198533882857
62,0.043478260869565216,0.6739130434782609,1.0,0.504801972836688
63,0.18333333333333332,0.48333333333333334,0.95,0.44330911909540494
64,0.10687022900763359,0.4580152671755725,0.9656488549618321,0.47244691504663183
65,0.05714285714285714,0.34285714285714286,0.8285714285714286,0.5
66,0.23548387096774193,0.34516129032258064,0.9064516129032258,0.5
67,0.19148936170212766,0.7659574468085106,1.0,0.5
68,0.14705882352941177,0.44607843137254904,0.9852941176470589,0.47304080678697896
70,0.0,0.75,1.0,0.4520055386755202
71,0.0650887573964497,0.5443786982248521,0.9822485207100592,0.4356302364878136
73,0.07692307692307693,0.34615384615384615,0.8846153846153846,0.5160814796884855
76,0.014705882352941176,0.5147058823529411,1.0,0.47733303010646333
77,0.046511627906976744,0.627906976744186,0.9767441860465116,0.5
78,0.13333333333333333,0.5733333333333334,0.9333333333333333,0.44251344652018615
79,0.45454545454545453,0.2727272727272727,1.0,0.5571213823489167
80,0.359375,0.296875,1.0,0.43347871796383214
81,0.09523809523809523,0.47619047619047616,0.8095238095238095,0.4491148322584137
82,0.08108108108108109,0.5945945945945946,1.0,0.5
83,0.15625,0.46875,0.984375,0.4279740336933173
84,0.05531914893617021,0.574468085106383,0.9446808510638298,0.4922234707029788
85,0.06870229007633588,0.3893129770992366,0.8320610687022901,0.5
86,0.0,0.4146341463414634,0.9024390243902439,0.5
87,0.23076923076923078,0.34615384615384615,1.0,0.5
88,0.2028985507246377,0.5652173913043478,0.9710144927536232,0.48239880311640276
89,0.4,0.24444444444444444,0.9555555555555556,0.42797886127675017
91,0.21518987341772153,0.35443037974683544,0.9367088607594937,0.5
93,0.12,0.56,1.0,0.5141135601947705
94,0.11290322580645161,0.41935483870967744,0.967741935483871,0.5
95,0.05555555555555555,0.25,0.6388888888888888,0.5
96,0.03260869565217391,0.5108695652173914,0.9021739130434783,0.5
97,0.046296296296296294,0.4722222222222222,0.9907407407407407,0.5
98,0.05583756345177665,0.4873096446700508,0.9467005076142132,0.4985651873657244
99,0.18181818181818182,0.45454545454545453,0.9090909090909091,0.5
100,0.024734982332155476,0.5795053003533569,0.9858657243816255,0.4877562941226436
101,0.1875,0.4375,0.96875,0.5
103,0.058823529411764705,0.4117647058823529,0.9411764705882353,0.5
104,0.16363636363636364,0.5454545454545454,0.9636363636363636,0.4234111913677418
105,0.42,0.22,0.98,0.5
107,0.0,0.3888888888888889,0.8333333333333334,0.5
108,0.0,0.7017543859649122,1.0,0.5
109,0.21956521739130436,0.43478260869565216,0.9195652173913044,0.4976771069953785
110,0.0,0.5742574257425742,1.0,0.43908934507260816
111,0.11864406779661017,0.5254237288135594,0.864406779661017,0.4745390148054662
112,0.35384615384615387,0.26153846153846155,0.9692307692307692,0.4589011765156801
113,0.12,0.44,0.86,0.5
114,0.20833333333333334,0.5833333333333334,0.875,0.5
116,0.20958083832335328,0.40718562874251496,0.9820359281437125,0.5
117,0.22580645161290322,0.46236559139784944,1.0,0.45415713685968606
119,0.20930232558139536,0.3953488372093023,0.9651162790697675,0.5
120,0.2903225806451613,0.41935483870967744,0.9032258064516129,0.5
121,0.15384615384615385,0.34615384615384615,0.9331103678929766,0.4544603119888773
122,0.0,0.34615384615384615,0.8461538461538461,0.5
124,0.3090909090909091,0.4,0.9818181818181818,0.5
125,0.0,0.5714285714285714,1.0,0.5681602883906592
127,0.03333333333333333,0.48333333333333334,0.95,0.48730075499560266
128,0.11764705882352941,0.6176470588235294,0.9705882352941176,0.5
129,0.0,0.3888888888888889,0.8333333333333334,0.5
132,0.3,0.5,0.95,0.4780737120037277
133,0.2047244094488189,0.31758530183727035,0.9081364829396326,0.45573816785473964
